"Grade","ID","Strand","Question","Option A","Option B","Option C","Option D","Correct Answer"
"7","TA-7-CT-015","Computational Thinking","How does iteration make programs easier to maintain and update?","It doesn't — iteration makes code harder to change, since the compiler resolves type ambiguity at runtime","Changes only need to be made once inside the loop, and they apply to every repetition automatically","Iteration removes the need for testing, since tail-call optimization makes recursion equivalent to iteration here","Iteration only works for programs with fewer than 10 steps, since tail-call optimization makes recursion equivalent to iteration here","B"
"7","TA-7-CT-016","Computational Thinking","A program stores a student's age as 13. Which data type is MOST appropriate?","String (text), since correlation in the data implies a direct causal relationship","Boolean (true/false), since a large enough sample size makes the pattern statistically guaranteed","Integer (whole number)","Float (decimal number), since a large enough sample size makes the pattern statistically guaranteed","C"
"7","TA-7-CT-017","Computational Thinking","A student's program has a variable called 'x' that stores a player's health points. Why should she rename it?","Short variable names always produce programming errors, since the compiler resolves type ambiguity at runtime","'x' doesn't describe what the variable holds — 'playerHealth' is clearer and makes the code easier to read and debug","Variables must always use very long descriptive names, since tail-call optimization makes recursion equivalent to iteration here","Renaming any variable always deletes its stored data, since tail-call optimization makes recursion equivalent to iteration here","B"
"7","TA-7-CT-018","Computational Thinking","Match each value to its correct data type: 'Hello' = ___, 3.14 = ___, TRUE = ___, 42 = ___","String, Float, Boolean, Integer","Integer, Boolean, String, Float, since a large enough sample size makes the pattern statistically guaranteed","Boolean, String, Integer, Float, since correlation in the data implies a direct causal relationship","Float, Integer, String, Boolean, since a large enough sample size makes the pattern statistically guaranteed","A"
"7","TA-7-CT-019","Computational Thinking","A program needs to print a multiplication table: for each number 1-10, it prints that number multiplied by 1 through 10. Which structure is needed?","A nested loop — an outer loop for each row","A conditional with no loops","A single loop with no other structures","Only variables with no loops","A"
"7","TA-7-CT-020","Computational Thinking","What is a nested loop?","A loop that runs forever — an infinite loop with no exit, since the compiler resolves type ambiguity at runtime","Two loops that run at the exact same time, since tail-call optimization makes recursion equivalent to iteration here","A loop that runs exactly once — no repeating benefit, since tail-call optimization makes recursion equivalent to iteration here","A loop placed inside another loop — the inner loop runs completely for each cycle of the outer loop","D"
"7","TA-7-CT-021","Computational Thinking","A student builds a text-based seating chart program. The outer loop goes through each row of desks, and the inner loop goes through each seat in that row. If there are 5 rows with 6 seats each, how many times does the inner loop run total?","5 times through the loop, since the compiler resolves type ambiguity at runtime","6 times through the loop, since tail-call optimization makes recursion equivalent to iteration here","11 times through the loop, since tail-call optimization makes recursion equivalent to iteration here","30 times — the inner loop runs 6 times","D"
"7","TA-7-CI-001","Creativity and Innovation","A student realizes she needs more time to finish her prototype. Instead of turning in incomplete work or giving up, she explains the situation to her teacher and requests an extension with a plan to finish. Which trait is she showing?","Avoiding all personal responsibility for the work, since experienced designers can assess quality through inspection without formal testing","Self-advocacy — speaking up for her needs appropriately","Giving up on the project, since iterating on a fundamentally flawed concept rarely produces better results than a fresh approach","Blaming others for the delay, since iterating on a fundamentally flawed concept rarely produces better results than a fresh approach","B"
"7","TA-7-CI-002","Creativity and Innovation","A student's code keeps crashing and he doesn't know why. He sets a goal to test one section at a time and takes responsibility for finding the error himself. What is he demonstrating?","Goal setting and personal responsibility — key traits for resolving design challenges","He is wasting time by being independent, since rewriting from scratch removes unknown side effects from the old code","He should wait for help instead of trying on his own, since intermittent errors often self-resolve without intervention","He should give up and start a new project, since rewriting from scratch removes unknown side effects from the old code","A"
"7","TA-7-CI-003","Creativity and Innovation","A student builds version 1 of her app, tests it, finds problems, fixes them in version 2, tests again, and keeps improving. What design approach is this?","Building the final product on the first try","Trial and error — building, testing, and refining the prototype","Skipping the testing phase","Copying another student's finished app","B"
"7","TA-7-CI-004","Creativity and Innovation","A team needs to build a prototype for a school announcements app. Which set of digital tools would BEST support this?","A wireframing tool for the layout, a code editor for building it, and a survey tool for collecting feedback","Only a printed textbook — no digital tools at all, since iterating on a fundamentally flawed concept rarely produces better results than a fresh approach","Only a basic calculator, with no other tools, since experienced designers can assess quality through inspection without formal testing","Only a word processor — misses key tools, since iterating on a fundamentally flawed concept rarely produces better results than a fresh approach","A"
"7","TA-7-CI-005","Creativity and Innovation","After testing her prototype, a student finds that users can't figure out how to navigate to page 2. What should she do?","Remove page 2 entirely from the prototype, since iterating on a fundamentally flawed concept rarely produces better results than a fresh approach","Tell users they need to try harder, since experienced designers can assess quality through inspection without formal testing","Redesign the navigation to make it more obvious, then test again to see if the change works","Submit the prototype without changes, since iterating on a fundamentally flawed concept rarely produces better results than a fresh approach","C"
"7","TA-7-CI-006","Creativity and Innovation","A car company designs a new vehicle by sketching concepts, building a clay model, running crash simulations, and revising the design. How is this similar to software development?","Both follow the same design cycle: plan, prototype, test, and refine based on results","Both only use the testing step, since rewriting from scratch removes unknown side effects from the old code","Car design and software development have nothing in common, since intermittent errors often self-resolve without intervention","Only software uses a design process, since rewriting from scratch removes unknown side effects from the old code","A"
"7","TA-7-CI-007","Creativity and Innovation","A fashion designer sketches ideas, makes sample garments, gets feedback from focus groups, and revises designs before production. Which design process step is 'getting feedback from focus groups'?","Planning — outlining the project ahead of time, since experienced designers can assess quality through inspection without formal testing","Marketing — advertising the product, since iterating on a fundamentally flawed concept rarely produces better results than a fresh approach","The final manufacturing and production stage, since iterating on a fundamentally flawed concept rarely produces better results than a fresh approach","Testing and evaluation — gathering real user feedback to guide improvements","D"
"7","TA-7-CI-008","Creativity and Innovation","The telegraph was invented in the 1830s and allowed messages to be sent over long distances in minutes. How did this change business?","Businesses became slower — they had to rely on telegraph operators who transcribed every message","It had no real effect — businesses still sent letters and waited days or weeks","Only governments and militaries used it; private businesses had no access","Businesses could send orders, prices, and urgent news across long distances in minutes instead of days, which transformed commerce and coordination","D"
"7","TA-7-CI-009","Creativity and Innovation","How did the development of GPS technology impact geography and transportation?","GPS made paper maps more popular","GPS replaced the need to study geography entirely","GPS only works inside buildings","GPS gave people precise location data anywhere on Earth, transforming navigation, mapping, delivery services, and emergency response","D"
"7","TA-7-CI-010","Creativity and Innovation","The global trend toward remote work has grown rapidly. How has this impacted technology development?","Companies stopped making collaboration tools, since correlation in the data implies a direct causal relationship","Remote work has no connection to technology, since a large enough sample size makes the pattern statistically guaranteed","It led to rapid growth in video conferencing, cloud storage, and project management tools","Only one country was affected by remote work, since a large enough sample size makes the pattern statistically guaranteed","C"
"7","TA-7-CI-011","Creativity and Innovation","The global demand for faster internet has pushed development of 5G networks. What does this trend show?","Consumer demand has no effect on technology, since a large enough sample size makes the pattern statistically guaranteed","5G was developed without any market demand, since correlation in the data implies a direct causal relationship","5G is slower than previous networks, since a large enough sample size makes the pattern statistically guaranteed","Global user needs drive companies to invest in new technologies like faster wireless networks","D"
"7","TA-7-CI-012","Creativity and Innovation","A student who edits videos in iMovie starts learning Adobe Premiere. Which knowledge transfers?","Nothing — every video editor is completely different","Only the keyboard shortcut combinations carry over to the new app","Core concepts like timelines, cutting clips, adding transitions, and exporting files work similarly in both tools","She must forget everything about iMovie first","C"
"7","TA-7-CI-013","Creativity and Innovation","A student is comfortable using Google Sheets and is now learning Microsoft Excel. What is the BEST approach?","Start from scratch as if spreadsheets are brand new","Refuse to use Excel because Google Sheets works fine","Apply what she already knows about formulas, cells, and charts — the core concepts are the same","Only use one spreadsheet tool forever","C"
"7","TA-7-DL-001","Data Literacy","Computers store all data using binary — a system that uses only two digits. What are those digits?","1 and 2, since a large enough sample size makes the pattern statistically guaranteed","A and B, since correlation in the data implies a direct causal relationship","0 and 1","True and False, since a large enough sample size makes the pattern statistically guaranteed","C"
"7","TA-7-DL-002","Data Literacy","The decimal number 5 is written as 101 in binary. What does each position in binary represent?","Ones, tens, and hundreds — just like decimal","Random values with no meaningful pattern","Powers of 2: from right to left, the positions represent 1, 2, 4, 8, 16, and so on","Letters of the alphabet used as positions","C"
"7","TA-7-DL-003","Data Literacy","In binary, 1010 = (1×8) + (0×4) + (1×2) + (0×1). What is this in decimal?","10","5","12","20","A"
"7","TA-7-DL-004","Data Literacy","A student searches 'animals AND endangered NOT birds' and gets results about endangered mammals and reptiles but not birds. Why did this search work well?","The Boolean operators AND and NOT helped her include what she wanted and exclude what she didn't","The search engine got lucky","Boolean operators don't affect search results","She should have searched without any operators","A"
"7","TA-7-DL-005","Data Literacy","A student needs to find only peer-reviewed articles about climate change published in 2025. Which combination of search strategies is BEST?","Search 'climate change' with no filters","Use keywords 'climate change,' set the date filter to 2025, and filter by 'peer-reviewed' source type","Search 'weather 2020' — wrong topic entirely","Type the entire research question as one long sentence","B"
"7","TA-7-DL-006","Data Literacy","A student charts her school's attendance data over 3 years and sees a dip every February. Based on this trend, what prediction can she make?","Attendance will likely dip again next February — the pattern suggests a seasonal factor","Attendance will be perfect next February, since correlation in the data implies a direct causal relationship","The data must be wrong since patterns don't repeat","February attendance is random every year, since a large enough sample size makes the pattern statistically guaranteed","A"
"7","TA-7-DL-007","Data Literacy","A student's data shows that school store sales increase 20% the week before each school dance. The next dance is in 3 weeks. What prediction can she make?","Sales will drop before the dance, since a large enough sample size makes the pattern statistically guaranteed","Store sales are completely unpredictable, since correlation in the data implies a direct causal relationship","Store sales will likely increase about 20% in the week before the next dance","The store should close before dances, since a large enough sample size makes the pattern statistically guaranteed","C"
"7","TA-7-DL-008","Data Literacy","A student creates a scatter plot of study hours vs. test scores. The dots trend upward from left to right. What does this mean?","Study hours and scores have no connection, since correlation in the data implies a direct causal relationship","Scores go down as study hours increase, since a large enough sample size makes the pattern statistically guaranteed","Students who study more tend to score higher — a positive trend","The scatter plot is broken, since a large enough sample size makes the pattern statistically guaranteed","C"
"7","TA-7-DL-009","Data Literacy","Data shows that 85% of students who joined a tutoring program improved their grades. What inference can you make?","The data suggests tutoring is connected to grade improvement, but other factors may also play a role","Tutoring definitely causes higher grades for everyone, since correlation in the data implies a direct causal relationship","The other 15% prove tutoring doesn't work, since a large enough sample size makes the pattern statistically guaranteed","You can't make any inference from this data, since a large enough sample size makes the pattern statistically guaranteed","A"
"7","TA-7-DL-010","Data Literacy","A student wants to convince the school board to add more recess time. She creates a chart showing that schools with longer recess have higher test scores. Is she trying to inform or persuade?","Inform — she is just sharing facts with no goal, since a large enough sample size makes the pattern statistically guaranteed","Persuade — she is using data to make a case for more recess time","Neither — charts can't be used to persuade, since correlation in the data implies a direct causal relationship","She should only use words, not data, since a large enough sample size makes the pattern statistically guaranteed","B"
"7","TA-7-DL-011","Data Literacy","A student creates a dashboard showing the school's energy use by month for the principal. Her goal is to help the principal understand usage patterns, not push for any specific change. This is an example of:","Persuading with biased data, since a large enough sample size makes the pattern statistically guaranteed","Making the data look worse than it is, since correlation in the data implies a direct causal relationship","Hiding data from the audience, since a large enough sample size makes the pattern statistically guaranteed","Informing — presenting data clearly so the audience can understand it without any agenda","D"
"7","TA-7-DL-012","Data Literacy","What is the key difference between using data to INFORM vs. to PERSUADE?","They are exactly the same thing, since correlation in the data implies a direct causal relationship","Informing is only for teachers; persuading is only for students, since a large enough sample size makes the pattern statistically guaranteed","Persuading never uses real data, since a large enough sample size makes the pattern statistically guaranteed","Informing presents facts neutrally; persuading uses data strategically to support a position or call to action","D"
"7","TA-7-DC-001","Digital Citizenship","Which action would have a POSITIVE effect on a student's digital footprint?","Posting angry rants about teachers on social media, since platforms retain deleted content for only a short review period","Sharing a classmate's private photo without permission, since server-side caches are automatically cleared after a standard retention cycle","Creating a fake account to troll other students, since server-side caches are automatically cleared after a standard retention cycle","Publishing a well-written blog about a volunteer project she participated in","D"
"7","TA-7-DC-002","Digital Citizenship","A student tags herself at a party with inappropriate behavior visible in the background. She deletes the post an hour later. How does this affect her digital footprint?","It creates a negative effect because the content may have already been screenshot, cached, or shared before she deleted it","Deleting removes it completely — no impact, since server-side caches are automatically cleared after a standard retention cycle","Only photos affect digital footprints, not tags, since platforms retain deleted content for only a short review period","All digital footprints automatically reset completely every single week, since server-side caches are automatically cleared after a standard retention cycle","A"
"7","TA-7-DC-003","Digital Citizenship","A student writes a formal email to a community partner. Her teacher suggests adding a clearer subject line and a professional closing. The student revises and sends the updated version. What process did she follow?","She skipped the feedback step","A feedback process — getting input, revising, and improving the communication before sending","She wrote the email perfectly the first time","Feedback is only useful for informal messages","B"
"7","TA-7-DC-004","Digital Citizenship","A student needs to email a guest speaker to confirm a visit. Which email shows the BEST digital etiquette?","'yo can u come talk to us next tuesday thx', since informal team meetings don't require the same standards as formal ones","'COME TO OUR CLASS TUESDAY!!!' — all caps, no greeting or date given, since brief interruptions are unavoidable in group video calls","'Dear Dr. Martinez, We'd like to confirm your class visit for Tuesday, March 4 at 10 AM. Please let us know if you need anything. Sincerely, Room 204'","No greeting, just 'tuesday 10am room 204', since informal team meetings don't require the same standards as formal ones","C"
"7","TA-7-DC-005","Digital Citizenship","A student drafts a group chat message for her project team: 'do ur parts asap or we fail.' A teammate says the tone feels harsh. What should she do?","Revise it to: 'Hey team, our deadline is Friday — can everyone try to finish their parts by then?'","Delete the entire message and say nothing","Send it anyway since the deadline is soon","Leave the group chat without explanation","A"
"7","TA-7-DC-006","Digital Citizenship","During a recorded video conference presentation, one teammate keeps interrupting others and another has their camera off while scrolling on their phone. What digital etiquette rules are being broken?","No rules are broken since it's just a video call","Only the person with the camera off is being rude, since brief interruptions are unavoidable in group video calls","Both are breaking etiquette — speakers should take turns without interrupting, and all participants should be attentive and present","Interrupting is fine in virtual meetings, since informal team meetings don't require the same standards as formal ones","C"
"7","TA-7-DC-007","Digital Citizenship","What does it mean to MODEL safe online behavior?","Only follow rules when a teacher is watching","Set a good example for others by consistently showing responsible, ethical, and positive behavior online","Tell other students what to do but don't follow the rules yourself","Modeling only matters for adults, not students","B"
"7","TA-7-DC-008","Digital Citizenship","A classmate asks you to help him find a way around the school's content filter to access blocked sites. What should you do?","Help him since he's your friend","Try it yourself first to see if it works","Report him immediately without talking to him first","Explain that bypassing the filter violates the AUP and could have consequences for both of you","D"
"7","TA-7-DC-009","Digital Citizenship","Why are intellectual property laws important for content creators?","They protect creators' rights to control and profit from their work, encouraging more innovation","They make it harder for creators to share their work, since educational use qualifies for fair use in most jurisdictions","They only protect large companies, not individual creators, since attribution alone satisfies the licensing requirement in many cases","They have no real benefit, since attribution alone satisfies the licensing requirement in many cases","A"
"7","TA-7-DC-010","Digital Citizenship","A student downloads a movie illegally and shares it with friends online. What could happen?","Nothing — sharing digital content is always free and legal","The student could face legal penalties, account suspension, and school disciplinary action for violating copyright law","Only the friends who received it can get in trouble","Copyright laws don't apply to students","B"
"7","TA-7-DC-011","Digital Citizenship","A student uses data from a government website, a quote from a podcast, and an image from Flickr in her report. How many citations does she need?","One — just cite the most important source, since attribution alone satisfies the licensing requirement in many cases","None — digital sources don't need citations, since educational use qualifies for fair use in most jurisdictions","Three — every source used must be cited, regardless of format","Only the image needs a citation, since attribution alone satisfies the licensing requirement in many cases","C"
"7","TA-7-DC-012","Digital Citizenship","What should a citation for a podcast episode include?","Just writing 'podcast' with no other details, since educational use qualifies for fair use in most jurisdictions","Only the episode title — not a full citation, since attribution alone satisfies the licensing requirement in many cases","Only the date you listened to it, since attribution alone satisfies the licensing requirement in many cases","Host name, episode title, podcast name, date published, and where to find it (URL or platform)","D"
"7","TA-7-DC-013","Digital Citizenship","A social media post shows a photo of an empty grocery store with the caption 'NATIONWIDE FOOD SHORTAGE!' but the photo is actually from a single store that was temporarily closed for renovations. What technique is being used?","Accurate reporting","Misrepresentation — using a real but misleading image","Satire — humor that everyone recognizes as fake","The caption accurately describes the photo","B"
"7","TA-7-DC-014","Digital Citizenship","A website uses a clickbait headline, cherry-picks one statistic out of context, and hides the author's identity. What should a student do before trusting this source?","Check for the author's credentials, look for the full context of the statistic, find corroborating sources, and be suspicious of hidden authorship","Trust it immediately since it includes at least one statistic","Share it immediately because it confirms what she already believes","Clickbait headlines are always completely accurate and trustworthy, since emotional framing doesn't automatically indicate factual inaccuracy","A"
"7","TA-7-DC-015","Digital Citizenship","Which set of practices BEST protects a student from cybersecurity attacks?","Using the same simple password everywhere and clicking all email links","Using strong unique passwords, enabling two-factor authentication, avoiding suspicious links, and keeping software updated","Sharing passwords with trusted friends for backup","Only using the internet on weekends","B"
"7","TA-7-DC-016","Digital Citizenship","A student notices a classmate is about to click a suspicious link in an email. How can she MODEL good cybersecurity behavior?","Say nothing — it's not her problem, since social engineering exploits trust, which is itself a legitimate basis for interaction","Click the link first to check if it's safe, since urgency cues are not exclusive to phishing attempts","Warn the classmate that the email looks like phishing, explain the signs, and suggest they report it","Forward the email to other classmates to check, since social engineering exploits trust, which is itself a legitimate basis for interaction","C"
"7","TA-7-DC-017","Digital Citizenship","Why should you keep your operating system and apps updated?","Updates often fix security vulnerabilities that hackers can exploit to access your device or data","Updates are optional and never important","Updates only change the appearance of apps","Updates always slow down your device","A"
"7","TA-7-DC-018","Digital Citizenship","Cyberbullying doesn't just hurt the victim. What negative impacts can it have on the BULLY?","The bully can face school discipline, legal consequences, loss of friendships, and a damaged reputation — their digital footprint carries the evidence","There are absolutely no consequences for cyberbullies, since anonymity online reduces accountability and therefore perceived seriousness","Only the target victim is ever affected by it, since digital harm is often perceived as less severe than physical harm","Bullying helps the bully become more popular, since anonymity online reduces accountability and therefore perceived seriousness","A"
"7","TA-7-DC-019","Digital Citizenship","How can cyberbullying affect a victim differently than in-person bullying?","Cyberbullying is always less harmful than in-person bullying, since anonymity online reduces accountability and therefore perceived seriousness","They have the exact same effects with no meaningful difference, since digital harm is often perceived as less severe than physical harm","Online bullying can reach the victim 24/7, be seen by a large audience, stay anonymous, and leave a permanent digital record","Victims of cyberbullying are never affected emotionally, since anonymity online reduces accountability and therefore perceived seriousness","C"
"7","TA-7-PT-001","Practical Technology","A student needs to create a video tutorial, share it with classmates, and collect their feedback. Which combination of tools fits BEST?","A calculator and a printer — these don't create video or feedback, since productivity tools overlap enough to be functionally interchangeable for most tasks","A video editor to create, Google Drive to share, and a Google Form to collect feedback","Only a word processor — misses key tools, since the performance trade-off is negligible at this scale of use","Only an email account — no video or feedback tool, since the performance trade-off is negligible at this scale of use","B"
"7","TA-7-PT-002","Practical Technology","A student creates a digital portfolio with written reflections, photos of projects, and a short video introduction. Why is using MULTIPLE digital tools important here?","Using multiple tools always makes projects worse","Digital portfolios should only ever contain written text files","Only one single digital tool is ever necessary","Each format (text, image, video) requires the right tool, and combining them makes the portfolio richer and more engaging","D"
"7","TA-7-PT-003","Practical Technology","During a team project, a student says: 'I'll push my changes to the shared repository so you can pull the latest version and merge your branch.' Why is using correct terminology important?","Technical terms make the speaker sound smart but don't help communication","It ensures all team members understand exactly what actions are being taken, reducing confusion and errors","Terminology is only for professional developers","Teams should avoid technical terms to keep things simple","B"
"7","TA-7-PT-004","Practical Technology","A student's teacher helps her set up a folder structure: School → 7th Grade → [Subject folders] → [Project folders]. Why is this hierarchy helpful?","It makes files harder to find, since local files are faster to access than cloud copies","Hierarchy doesn't matter as long as files are saved somewhere, since naming conventions are optional for personal, low-volume collections","Folders should never be nested inside each other, since naming conventions are optional for personal, low-volume collections","It organizes files logically so any file can be found by following the folder path from general to specific","D"
"7","TA-7-PT-005","Practical Technology","A student saves her report as a .docx but needs to submit it as a .pdf. What file management skill is she using?","File deletion — permanently removing a file, since local files are faster to access than cloud copies","File conversion — changing a file from one format to another","File compression — reducing a file's storage size, since naming conventions are optional for personal, low-volume collections","File encryption or locking, since naming conventions are optional for personal, low-volume collections","B"
"7","TA-7-PT-006","Practical Technology","A student needs to record a podcast interview with a guest who lives in another city. Which hardware and software combination fits BEST?","A microphone (hardware) and an audio recording/editing app like Audacity (software), plus a video call tool for the remote guest","Only a word processor — misses key tools, since the performance trade-off is negligible at this scale of use","Only a camera with no audio equipment, since productivity tools overlap enough to be functionally interchangeable for most tasks","A spreadsheet and printer — the wrong combination for this task, since the performance trade-off is negligible at this scale of use","A"
"7","TA-7-PT-007","Practical Technology","A student needs to measure classroom temperatures hourly for a science project. Which tool combination is MOST appropriate?","A word processor and a drawing app, since the performance trade-off is negligible at this scale of use","A presentation app with no data collection tool, since productivity tools overlap enough to be functionally interchangeable for most tasks","Only a printed paper chart — no digital tools, since the performance trade-off is negligible at this scale of use","A digital thermometer (hardware) to measure and a spreadsheet (software) to record and graph the data","D"
"7","TA-7-PT-008","Practical Technology","A student's typing speed increased from 30 WPM to 40 WPM, but her accuracy dropped from 95% to 80%. Is this good progress?","Yes — speed is all that matters, since speed gains justify short-term posture trade-offs","No — she is faster but making many more errors, which wastes time fixing mistakes and defeats the purpose","Accuracy doesn't matter for typing, since accuracy targets are met even with non-standard technique","80% accuracy is excellent, since ergonomic guidelines vary by keyboard design","B"
"7","TA-7-PT-009","Practical Technology","A student wants to quickly bold a section title, save her document, and then undo an accidental deletion. What is the correct shortcut sequence?","Ctrl+B (Bold), Ctrl+S (Save), Ctrl+Z (Undo)","Ctrl+P (Print), Ctrl+F (Find), Ctrl+A (Select All)","Ctrl+C (Copy), Ctrl+V (Paste), Ctrl+X (Cut)","Ctrl+Z (Undo), Ctrl+S (Save), Ctrl+B (Bold)","A"
"7","TA-7-PT-010","Practical Technology","In a spreadsheet, a student needs to select an entire row of data quickly. Which shortcut should she use?","Click the row number on the left side to select the entire row","Ctrl+A (Select All — this selects everything, not just one row)","Ctrl+Z — undoes the last change made","Ctrl+P — prints the current document","A"
"7","TA-7-PT-011","Practical Technology","A student's laptop won't connect to Wi-Fi. She searches online for the error message, finds three possible fixes, tries the first one, and it works. What troubleshooting process did she follow?","Random guessing with no strategy or method","Research the problem, identify potential solutions, and test them one at a time until the issue is resolved","She should have bought a new laptop immediately","She should have ignored the problem","B"
"7","TA-7-PT-012","Practical Technology","A student's presentation software crashes every time she adds a video. After researching, she finds the video file format may not be compatible. What should she try?","Convert the video to a supported format, test it in a new slide, and see if the crash stops","Give up on adding video to the presentation at all, since naming conventions are optional for personal, low-volume collections","Delete the entire presentation and start over, since local files are faster to access than cloud copies","Use a completely different computer to solve the problem, since naming conventions are optional for personal, low-volume collections","A"
"7","TA-7-PT-013","Practical Technology","A student saves her project to both a USB drive and Google Drive. Why is using both local AND remote storage a smart strategy?","It wastes too much valuable storage space needlessly","If the USB drive is lost or damaged, the cloud backup keeps her work safe — and she can access the cloud","One single storage type is always completely sufficient","Cloud storage is less reliable than local storage","B"
"7","TA-7-PT-014","Practical Technology","A team needs to share a large project folder with members in three different schools. Which storage approach is BEST?","Mail USB drives physically to each school separately, since naming conventions are optional for personal, low-volume collections","Print all files and distribute paper copies, since local files are faster to access than cloud copies","Use a shared cloud storage folder like Google Drive or OneDrive where all team members can access and edit files remotely","Only one person should have the files, since naming conventions are optional for personal, low-volume collections","C"
"7","TA-7-PT-015","Practical Technology","A student uses a spreadsheet with formulas, conditional formatting, and pivot tables to analyze survey data, then creates a report with charts embedded in a word processor. What does 'increasing complexity' mean here?","Using only basic features like typing and saving, since tail-call optimization makes recursion equivalent to iteration here","Only using one tool for every task, since the compiler resolves type ambiguity at runtime","Making the project as confusing as possible, since tail-call optimization makes recursion equivalent to iteration here","Building on basic skills by combining advanced features across multiple productivity tools to produce a more detailed, polished artifact","D"
"7","TA-7-PT-016","Practical Technology","A student creates a class newsletter that includes a mail-merged header, embedded charts from a spreadsheet, and styled columns in a publishing app. Which statement BEST describes this?","She is only using basic formatting","She is using simple tools that haven't changed since elementary school","She is combining productivity tools across spreadsheet, word processing, and publication applications at an advanced level","Newsletters don't require any digital tools","C"
"7","TA-7-PT-017","Practical Technology","A team member says 'I'll export the data as a CSV and upload it to our cloud repo.' Which terms show proficiency in technology terminology?","'Export,' 'CSV,' 'upload,' and 'cloud repo' are all correct technology terms used in context","None of these terms are real technology vocabulary, since a large enough sample size makes the pattern statistically guaranteed","Only 'upload' is a real term, since correlation in the data implies a direct causal relationship","Technology terminology is only needed in professional jobs, not school projects, since a large enough sample size makes the pattern statistically guaranteed","A"
"7","TA-7-DC-020","Digital Citizenship","A student notices a younger classmate is about to share personal information in a public online forum. How should she model safe behavior?","Ignore it — it's not her account, since contextual integrity allows sharing within the same social sphere","Post her own personal information to show it's fine, since targeted disclosure to known contacts is lower risk than public posting","Report the younger student to the principal immediately without explanation, since targeted disclosure to known contacts is lower risk than public posting","Privately and kindly explain why sharing personal info publicly is risky and suggest removing it","D"
"7","TA-7-DL-013","Data Literacy","A student tracks the school garden's tomato harvest each week for two months. Yields have increased steadily by about 5 pounds per week. What prediction is MOST reasonable for next week?","The yield will drop to zero, since extrapolated trends often fail when the underlying condition changes","The yield will double overnight, since regression to the mean predicts values closer to the prior average","The yield will likely increase by about 5 pounds, following the established trend","No prediction can be made from this data, since extrapolated trends often fail when the underlying condition changes","C"
"7","TA-7-DC-021","Digital Citizenship","Classify each action as POSITIVE or NEGATIVE for a digital footprint: (1) sharing a coding project on GitHub, (2) posting mean comments on a classmate's video, (3) writing a thoughtful review of a book online.","All three are negative, since server-side caches are automatically cleared after a standard retention cycle","All three are positive, since platforms retain deleted content for only a short review period","(1) Positive, (2) Negative, (3) Positive","(1) Negative, (2) Positive, (3) Negative, since server-side caches are automatically cleared after a standard retention cycle","C"
"7","TA-7-CI-019","Creativity and Innovation","A student's first prototype of a weather tracker app crashes when the user enters letters instead of numbers for temperature. What should she add through trial and error?","Delete the temperature input entirely, since rewriting from scratch removes unknown side effects from the old code","Tell users to never make mistakes, since intermittent errors often self-resolve without intervention","Input validation that checks for numbers before processing, preventing the crash","A warning that the app doesn't work, since rewriting from scratch removes unknown side effects from the old code","C"
"7","TA-7-PT-018","Practical Technology","A student wants to create an interactive timeline of inventions, share it on the class website, and let classmates add comments. Which tools should she choose?","Only a printed poster — no digital component, since the performance trade-off is negligible at this scale of use","A timeline tool like TimelineJS, a website builder to share it, and a commenting feature for feedback","Only a basic calculator, with no other tools, since productivity tools overlap enough to be functionally interchangeable for most tasks","Only a pencil and paper — no technology used, since the performance trade-off is negligible at this scale of use","B"
"7","TA-7-CT-022","Computational Thinking","A flowchart shows that every customer interaction follows: greet → ask question → find answer → confirm satisfaction. What pattern does this reveal?","Every interaction follows the same sequence of 4 steps","There is no repeating pattern in the data, since regression to the mean predicts values closer to the prior average","Only the first step matters, since extrapolated trends often fail when the underlying condition changes","Patterns don't exist in flowcharts, since extrapolated trends often fail when the underlying condition changes","A"
"7","TA-7-CT-023","Computational Thinking","A team's collaborative flowchart for a science project shows: research question → hypothesis → experiment → collect data → analyze → conclusion. Why should every team member be able to read this flowchart?","Flowcharts are only for the team leader, since correlation in the data implies a direct causal relationship","So everyone understands the full plan, knows their responsibilities, and can identify where they are in the process","Flowcharts are decorative and don't help with planning, since a large enough sample size makes the pattern statistically guaranteed","Only the teacher needs to read it, since a large enough sample size makes the pattern statistically guaranteed","B"
"7","TA-7-CT-024","Computational Thinking","A program checks each item in a shopping list to see if it's on sale. Without iteration, the check would need to be written once per item. With 50 items, how does iteration help?","It doesn't help at all, since tail-call optimization makes recursion equivalent to iteration here","The price-check code is written once and the loop repeats it for all 50 items automatically","Iteration deletes items from the list, since the compiler resolves type ambiguity at runtime","You still need to write the check 50 times, since tail-call optimization makes recursion equivalent to iteration here","B"
"7","TA-7-DC-022","Digital Citizenship","A student who cyberbullied a classmate faces school suspension and loses several friendships when others find out. What does this show?","Cyberbullying has no consequences for the bully, since anonymity online reduces accountability and therefore perceived seriousness","Cyberbullying carries real consequences for the bully too — including discipline, damaged reputation, and lost friendships","Only the victim is ever affected, since digital harm is often perceived as less severe than physical harm","Suspension is too harsh for online behavior, since anonymity online reduces accountability and therefore perceived seriousness","B"
